DEPTH	P_L_95	P_H_95	P_L_99	P_H_99
1	0	1	0	1
2	0	1	0	1
3	0	1	0	1
4	0	1	0	1
5	0	1	0	1
6	0.166666666666667	0.833333333333333	0	1
7	0.142857142857143	0.857142857142857	0	1
8	0.125	0.875	0.125	0.875
9	0.222222222222222	0.777777777777778	0.111111111111111	0.888888888888889
10	0.2	0.8	0.1	0.9
11	0.181818181818182	0.818181818181818	0.0909090909090909	0.818181818181818
12	0.25	0.75	0.166666666666667	0.833333333333333
13	0.230769230769231	0.769230769230769	0.153846153846154	0.846153846153846
14	0.285714285714286	0.785714285714286	0.142857142857143	0.857142857142857
15	0.266666666666667	0.733333333333333	0.2	0.8
16	0.25	0.75	0.1875	0.8125
17	0.294117647058824	0.764705882352941	0.176470588235294	0.823529411764706
18	0.277777777777778	0.722222222222222	0.222222222222222	0.777777777777778
19	0.263157894736842	0.736842105263158	0.210526315789474	0.789473684210526
20	0.3	0.7	0.2	0.8
21	0.285714285714286	0.714285714285714	0.238095238095238	0.761904761904762
22	0.272727272727273	0.681818181818182	0.227272727272727	0.772727272727273
23	0.304347826086957	0.695652173913043	0.217391304347826	0.739130434782609
24	0.291666666666667	0.708333333333333	0.25	0.75
25	0.32	0.68	0.24	0.76
26	0.307692307692308	0.692307692307692	0.230769230769231	0.730769230769231
27	0.296296296296296	0.666666666666667	0.259259259259259	0.740740740740741
28	0.321428571428571	0.678571428571429	0.25	0.75
29	0.310344827586207	0.689655172413793	0.275862068965517	0.724137931034483
30	0.333333333333333	0.666666666666667	0.266666666666667	0.733333333333333
31	0.32258064516129	0.67741935483871	0.290322580645161	0.741935483870968
32	0.3125	0.6875	0.28125	0.71875
33	0.333333333333333	0.666666666666667	0.272727272727273	0.727272727272727
34	0.323529411764706	0.676470588235294	0.294117647058824	0.705882352941177
35	0.342857142857143	0.657142857142857	0.285714285714286	0.714285714285714
36	0.333333333333333	0.666666666666667	0.277777777777778	0.722222222222222
37	0.351351351351351	0.648648648648649	0.297297297297297	0.702702702702703
38	0.342105263157895	0.657894736842105	0.289473684210526	0.710526315789474
39	0.333333333333333	0.666666666666667	0.307692307692308	0.692307692307692
40	0.35	0.65	0.3	0.7
41	0.341463414634146	0.658536585365854	0.317073170731707	0.707317073170732
42	0.357142857142857	0.642857142857143	0.30952380952381	0.69047619047619
43	0.348837209302326	0.651162790697674	0.302325581395349	0.697674418604651
44	0.340909090909091	0.636363636363636	0.318181818181818	0.681818181818182
45	0.355555555555556	0.644444444444444	0.311111111111111	0.688888888888889
46	0.347826086956522	0.652173913043478	0.304347826086957	0.673913043478261
47	0.361702127659574	0.638297872340426	0.319148936170213	0.680851063829787
48	0.354166666666667	0.645833333333333	0.3125	0.6875
49	0.36734693877551	0.653061224489796	0.306122448979592	0.693877551020408
50	0.36	0.64	0.32	0.68
51	0.352941176470588	0.647058823529412	0.313725490196078	0.686274509803922
52	0.365384615384615	0.634615384615385	0.326923076923077	0.673076923076923
53	0.358490566037736	0.641509433962264	0.320754716981132	0.679245283018868
54	0.37037037037037	0.62962962962963	0.333333333333333	0.666666666666667
55	0.363636363636364	0.636363636363636	0.327272727272727	0.672727272727273
56	0.375	0.625	0.321428571428571	0.660714285714286
57	0.368421052631579	0.631578947368421	0.333333333333333	0.666666666666667
58	0.362068965517241	0.620689655172414	0.327586206896552	0.672413793103448
59	0.372881355932203	0.627118644067797	0.338983050847458	0.661016949152542
60	0.366666666666667	0.633333333333333	0.333333333333333	0.666666666666667
61	0.377049180327869	0.622950819672131	0.327868852459016	0.655737704918033
62	0.370967741935484	0.629032258064516	0.338709677419355	0.661290322580645
63	0.380952380952381	0.619047619047619	0.333333333333333	0.650793650793651
64	0.375	0.625	0.34375	0.65625
65	0.384615384615385	0.615384615384615	0.338461538461538	0.661538461538462
66	0.378787878787879	0.621212121212121	0.348484848484849	0.651515151515151
67	0.373134328358209	0.611940298507463	0.343283582089552	0.656716417910448
68	0.382352941176471	0.617647058823529	0.352941176470588	0.661764705882353
69	0.391304347826087	0.608695652173913	0.347826086956522	0.652173913043478
70	0.385714285714286	0.614285714285714	0.342857142857143	0.657142857142857
71	0.380281690140845	0.619718309859155	0.352112676056338	0.647887323943662
72	0.388888888888889	0.611111111111111	0.347222222222222	0.652777777777778
73	0.383561643835616	0.616438356164384	0.342465753424658	0.643835616438356
74	0.378378378378378	0.621621621621622	0.351351351351351	0.648648648648649
75	0.386666666666667	0.613333333333333	0.346666666666667	0.653333333333333
76	0.381578947368421	0.605263157894737	0.355263157894737	0.644736842105263
77	0.38961038961039	0.61038961038961	0.363636363636364	0.649350649350649
78	0.384615384615385	0.602564102564103	0.358974358974359	0.641025641025641
79	0.392405063291139	0.607594936708861	0.354430379746835	0.645569620253165
80	0.3875	0.6125	0.35	0.6375
81	0.395061728395062	0.604938271604938	0.358024691358025	0.654320987654321
82	0.390243902439024	0.609756097560976	0.365853658536585	0.634146341463415
83	0.385542168674699	0.602409638554217	0.36144578313253	0.63855421686747
84	0.392857142857143	0.607142857142857	0.369047619047619	0.642857142857143
85	0.388235294117647	0.611764705882353	0.364705882352941	0.647058823529412
86	0.395348837209302	0.604651162790698	0.36046511627907	0.63953488372093
87	0.390804597701149	0.609195402298851	0.35632183908046	0.632183908045977
88	0.397727272727273	0.602272727272727	0.363636363636364	0.636363636363636
89	0.393258426966292	0.606741573033708	0.359550561797753	0.640449438202247
90	0.4	0.6	0.366666666666667	0.633333333333333
91	0.395604395604396	0.604395604395604	0.362637362637363	0.637362637362637
