DEPTH	P_L_95	P_H_95	P_L_99	P_H_99
1	-1	1	-1	1
2	-1	1	-1	1
3	-0.666666666666667	0.666666666666667	-1	1
4	-0.75	0.75	-1	1
5	-0.6	0.6	-0.8	0.8
6	-0.666666666666667	0.666666666666667	-0.833333333333333	0.666666666666667
7	-0.571428571428571	0.571428571428571	-0.714285714285714	0.714285714285714
8	-0.5	0.5	-0.75	0.625
9	-0.555555555555556	0.555555555555556	-0.666666666666667	0.666666666666667
10	-0.5	0.5	-0.7	0.6
11	-0.454545454545455	0.454545454545455	-0.636363636363636	0.636363636363636
12	-0.5	0.5	-0.583333333333333	0.583333333333333
13	-0.461538461538462	0.461538461538462	-0.615384615384615	0.615384615384615
14	-0.428571428571429	0.428571428571429	-0.571428571428571	0.571428571428571
15	-0.466666666666667	0.466666666666667	-0.6	0.6
16	-0.4375	0.4375	-0.5625	0.5
17	-0.411764705882353	0.411764705882353	-0.529411764705882	0.529411764705882
18	-0.388888888888889	0.388888888888889	-0.5	0.555555555555556
19	-0.421052631578947	0.421052631578947	-0.526315789473684	0.526315789473684
20	-0.4	0.4	-0.5	0.55
21	-0.380952380952381	0.380952380952381	-0.523809523809524	0.523809523809524
22	-0.409090909090909	0.409090909090909	-0.5	0.5
23	-0.391304347826087	0.391304347826087	-0.478260869565217	0.521739130434783
24	-0.375	0.375	-0.5	0.5
25	-0.4	0.4	-0.52	0.48
26	-0.384615384615385	0.384615384615385	-0.5	0.5
27	-0.37037037037037	0.37037037037037	-0.481481481481482	0.481481481481482
28	-0.357142857142857	0.357142857142857	-0.5	0.464285714285714
29	-0.379310344827586	0.379310344827586	-0.517241379310345	0.482758620689655
30	-0.366666666666667	0.366666666666667	-0.466666666666667	0.466666666666667
31	-0.354838709677419	0.387096774193548	-0.483870967741935	0.483870967741935
32	-0.34375	0.375	-0.46875	0.46875
33	-0.363636363636364	0.363636363636364	-0.454545454545455	0.454545454545455
34	-0.352941176470588	0.352941176470588	-0.470588235294118	0.441176470588235
35	-0.342857142857143	0.371428571428571	-0.457142857142857	0.457142857142857
36	-0.361111111111111	0.361111111111111	-0.444444444444445	0.444444444444445
37	-0.351351351351351	0.351351351351351	-0.432432432432432	0.459459459459459
38	-0.342105263157895	0.342105263157895	-0.447368421052632	0.447368421052632
39	-0.358974358974359	0.358974358974359	-0.461538461538462	0.461538461538462
40	-0.35	0.35	-0.45	0.45
41	-0.341463414634146	0.341463414634146	-0.439024390243902	0.439024390243902
42	-0.333333333333333	0.357142857142857	-0.428571428571429	0.452380952380952
43	-0.348837209302326	0.348837209302326	-0.441860465116279	0.441860465116279
44	-0.340909090909091	0.340909090909091	-0.431818181818182	0.431818181818182
45	-0.333333333333333	0.333333333333333	-0.444444444444444	0.422222222222222
46	-0.347826086956522	0.347826086956522	-0.434782608695652	0.434782608695652
47	-0.340425531914894	0.340425531914894	-0.425531914893617	0.446808510638298
48	-0.333333333333333	0.333333333333333	-0.4375	0.4375
49	-0.326530612244898	0.326530612244898	-0.428571428571429	0.428571428571429
50	-0.34	0.34	-0.42	0.44
51	-0.333333333333333	0.333333333333333	-0.450980392156863	0.431372549019608
52	-0.326923076923077	0.326923076923077	-0.423076923076923	0.423076923076923
53	-0.320754716981132	0.320754716981132	-0.452830188679245	0.433962264150943
54	-0.333333333333333	0.333333333333333	-0.425925925925926	0.425925925925926
55	-0.327272727272727	0.327272727272727	-0.418181818181818	0.418181818181818
56	-0.321428571428571	0.321428571428571	-0.428571428571429	0.428571428571429
57	-0.315789473684211	0.333333333333333	-0.421052631578947	0.421052631578947
58	-0.327586206896552	0.327586206896552	-0.413793103448276	0.413793103448276
59	-0.322033898305085	0.322033898305085	-0.440677966101695	0.423728813559322
60	-0.333333333333333	0.333333333333333	-0.433333333333333	0.416666666666667
61	-0.327868852459016	0.327868852459016	-0.426229508196721	0.426229508196721
62	-0.306451612903226	0.32258064516129	-0.419354838709677	0.435483870967742
63	-0.317460317460317	0.317460317460317	-0.412698412698413	0.412698412698413
64	-0.3125	0.3125	-0.421875	0.421875
65	-0.323076923076923	0.323076923076923	-0.430769230769231	0.415384615384615
66	-0.318181818181818	0.318181818181818	-0.439393939393939	0.409090909090909
67	-0.313432835820896	0.313432835820896	-0.417910447761194	0.417910447761194
68	-0.308823529411765	0.308823529411765	-0.426470588235294	0.411764705882353
69	-0.304347826086957	0.318840579710145	-0.420289855072464	0.405797101449275
70	-0.314285714285714	0.314285714285714	-0.414285714285714	0.414285714285714
71	-0.323943661971831	0.309859154929577	-0.408450704225352	0.408450704225352
72	-0.319444444444444	0.319444444444444	-0.402777777777778	0.416666666666667
73	-0.315068493150685	0.315068493150685	-0.410958904109589	0.397260273972603
74	-0.324324324324324	0.324324324324324	-0.405405405405405	0.405405405405405
75	-0.32	0.32	-0.413333333333333	0.4
76	-0.315789473684211	0.315789473684211	-0.407894736842105	0.394736842105263
77	-0.311688311688312	0.324675324675325	-0.402597402597403	0.428571428571429
78	-0.307692307692308	0.307692307692308	-0.397435897435897	0.397435897435897
79	-0.316455696202532	0.30379746835443	-0.430379746835443	0.40506329113924
80	-0.3125	0.3125	-0.4	0.3875
81	-0.320987654320988	0.308641975308642	-0.419753086419753	0.407407407407407
82	-0.304878048780488	0.304878048780488	-0.402439024390244	0.402439024390244
83	-0.313253012048193	0.301204819277108	-0.409638554216868	0.397590361445783
84	-0.321428571428571	0.309523809523809	-0.416666666666667	0.404761904761905
85	-0.317647058823529	0.305882352941176	-0.4	0.4
86	-0.313953488372093	0.313953488372093	-0.395348837209302	0.406976744186047
87	-0.298850574712644	0.310344827586207	-0.390804597701149	0.402298850574713
88	-0.306818181818182	0.306818181818182	-0.397727272727273	0.397727272727273
89	-0.303370786516854	0.314606741573034	-0.404494382022472	0.404494382022472
90	-0.311111111111111	0.311111111111111	-0.4	0.4
91	-0.296703296703297	0.307692307692308	-0.384615384615385	0.384615384615385
92	-0.304347826086957	0.304347826086957	-0.402173913043478	0.402173913043478
93	-0.301075268817204	0.301075268817204	-0.387096774193548	0.397849462365591
94	-0.308510638297872	0.297872340425532	-0.404255319148936	0.393617021276596
95	-0.294736842105263	0.305263157894737	-0.389473684210526	0.389473684210526
96	-0.3125	0.302083333333333	-0.385416666666667	0.385416666666667
97	-0.298969072164949	0.309278350515464	-0.402061855670103	0.391752577319588
98	-0.306122448979592	0.306122448979592	-0.387755102040816	0.408163265306122
99	-0.303030303030303	0.303030303030303	-0.414141414141414	0.393939393939394
100	-0.31	0.3	-0.4	0.39
101	-0.297029702970297	0.306930693069307	-0.405940594059406	0.396039603960396
102	-0.294117647058824	0.303921568627451	-0.392156862745098	0.392156862745098
103	-0.300970873786408	0.300970873786408	-0.407766990291262	0.407766990291262
104	-0.298076923076923	0.298076923076923	-0.394230769230769	0.394230769230769
105	-0.295238095238095	0.304761904761905	-0.4	0.4
106	-0.30188679245283	0.30188679245283	-0.386792452830189	0.386792452830189
107	-0.299065420560748	0.299065420560748	-0.401869158878505	0.392523364485981
108	-0.296296296296296	0.305555555555556	-0.388888888888889	0.388888888888889
109	-0.302752293577982	0.293577981651376	-0.385321100917431	0.376146788990826
110	-0.309090909090909	0.3	-0.390909090909091	0.390909090909091
111	-0.297297297297297	0.306306306306306	-0.387387387387387	0.396396396396396
112	-0.303571428571429	0.303571428571429	-0.392857142857143	0.401785714285714
113	-0.300884955752212	0.300884955752212	-0.398230088495575	0.380530973451327
114	-0.298245614035088	0.298245614035088	-0.385964912280702	0.394736842105263
115	-0.31304347826087	0.295652173913043	-0.4	0.391304347826087
116	-0.301724137931034	0.301724137931034	-0.379310344827586	0.387931034482759
117	-0.299145299145299	0.299145299145299	-0.393162393162393	0.384615384615385
118	-0.296610169491525	0.296610169491525	-0.389830508474576	0.372881355932203
119	-0.294117647058824	0.302521008403361	-0.394957983193277	0.38655462184874
120	-0.3	0.291666666666667	-0.391666666666667	0.391666666666667
121	-0.297520661157025	0.305785123966942	-0.388429752066116	0.40495867768595
122	-0.30327868852459	0.295081967213115	-0.39344262295082	0.385245901639344
123	-0.292682926829268	0.300813008130081	-0.382113821138211	0.390243902439024
124	-0.306451612903226	0.298387096774194	-0.395161290322581	0.387096774193548
125	-0.296	0.296	-0.392	0.376
126	-0.301587301587302	0.293650793650794	-0.396825396825397	0.388888888888889
127	-0.299212598425197	0.291338582677165	-0.385826771653543	0.377952755905512
128	-0.3046875	0.296875	-0.390625	0.390625
129	-0.294573643410853	0.294573643410853	-0.37984496124031	0.387596899224806
130	-0.3	0.3	-0.384615384615385	0.369230769230769
131	-0.297709923664122	0.305343511450382	-0.396946564885496	0.396946564885496
132	-0.295454545454545	0.303030303030303	-0.386363636363636	0.386363636363636
133	-0.293233082706767	0.300751879699248	-0.383458646616541	0.390977443609023
134	-0.298507462686567	0.291044776119403	-0.388059701492537	0.388059701492537
135	-0.296296296296296	0.288888888888889	-0.4	0.377777777777778
136	-0.301470588235294	0.286764705882353	-0.389705882352941	0.397058823529412
137	-0.299270072992701	0.291970802919708	-0.386861313868613	0.37956204379562
138	-0.289855072463768	0.297101449275362	-0.384057971014493	0.376811594202899
139	-0.287769784172662	0.302158273381295	-0.381294964028777	0.388489208633093
140	-0.292857142857143	0.292857142857143	-0.4	0.385714285714286
141	-0.297872340425532	0.290780141843972	-0.382978723404255	0.382978723404255
142	-0.288732394366197	0.295774647887324	-0.373239436619718	0.380281690140845
143	-0.286713286713287	0.293706293706294	-0.384615384615385	0.391608391608392
144	-0.291666666666667	0.298611111111111	-0.375	0.381944444444444
145	-0.296551724137931	0.296551724137931	-0.379310344827586	0.4
146	-0.294520547945205	0.287671232876712	-0.383561643835616	0.383561643835616
147	-0.285714285714286	0.292517006802721	-0.380952380952381	0.387755102040816
148	-0.290540540540541	0.297297297297297	-0.385135135135135	0.391891891891892
149	-0.295302013422819	0.295302013422819	-0.38255033557047	0.389261744966443
150	-0.293333333333333	0.293333333333333	-0.386666666666667	0.373333333333333
151	-0.291390728476821	0.298013245033113	-0.384105960264901	0.390728476821192
152	-0.289473684210526	0.289473684210526	-0.375	0.368421052631579
153	-0.294117647058824	0.287581699346405	-0.38562091503268	0.352941176470588
154	-0.298701298701299	0.292207792207792	-0.38961038961039	0.376623376623377
155	-0.296774193548387	0.290322580645161	-0.387096774193548	0.387096774193548
156	-0.294871794871795	0.294871794871795	-0.391025641025641	0.378205128205128
157	-0.292993630573248	0.292993630573248	-0.382165605095541	0.382165605095541
158	-0.291139240506329	0.291139240506329	-0.386075949367089	0.379746835443038
159	-0.289308176100629	0.283018867924528	-0.377358490566038	0.377358490566038
160	-0.29375	0.2875	-0.38125	0.375
161	-0.291925465838509	0.291925465838509	-0.385093167701863	0.372670807453416
162	-0.296296296296296	0.296296296296296	-0.395061728395062	0.382716049382716
163	-0.294478527607362	0.294478527607362	-0.386503067484663	0.386503067484663
164	-0.292682926829268	0.292682926829268	-0.371951219512195	0.384146341463415
165	-0.296969696969697	0.296969696969697	-0.387878787878788	0.381818181818182
166	-0.295180722891566	0.289156626506024	-0.391566265060241	0.379518072289157
167	-0.287425149700599	0.287425149700599	-0.377245508982036	0.377245508982036
168	-0.279761904761905	0.291666666666667	-0.363095238095238	0.375
169	-0.301775147928994	0.289940828402367	-0.384615384615385	0.384615384615385
170	-0.282352941176471	0.294117647058823	-0.370588235294118	0.376470588235294
171	-0.292397660818713	0.286549707602339	-0.380116959064327	0.380116959064327
172	-0.284883720930233	0.284883720930233	-0.366279069767442	0.366279069767442
173	-0.294797687861272	0.289017341040462	-0.38150289017341	0.38150289017341
174	-0.298850574712644	0.28735632183908	-0.385057471264368	0.379310344827586
175	-0.285714285714286	0.291428571428571	-0.382857142857143	0.371428571428571
176	-0.289772727272727	0.295454545454545	-0.380681818181818	0.386363636363636
177	-0.282485875706215	0.293785310734463	-0.378531073446328	0.389830508474576
178	-0.280898876404494	0.292134831460674	-0.370786516853933	0.382022471910112
179	-0.290502793296089	0.290502793296089	-0.374301675977654	0.363128491620112
180	-0.288888888888889	0.294444444444444	-0.383333333333333	0.388888888888889
181	-0.292817679558011	0.281767955801105	-0.375690607734807	0.375690607734807
182	-0.285714285714286	0.296703296703297	-0.384615384615385	0.39010989010989
183	-0.295081967213115	0.289617486338798	-0.377049180327869	0.382513661202186
184	-0.298913043478261	0.28804347826087	-0.380434782608696	0.358695652173913
185	-0.286486486486486	0.291891891891892	-0.383783783783784	0.383783783783784
186	-0.295698924731183	0.295698924731183	-0.376344086021505	0.376344086021505
187	-0.299465240641711	0.288770053475936	-0.374331550802139	0.374331550802139
188	-0.287234042553191	0.281914893617021	-0.388297872340426	0.372340425531915
189	-0.285714285714286	0.285714285714286	-0.37037037037037	0.391534391534392
190	-0.294736842105263	0.294736842105263	-0.378947368421053	0.378947368421053
191	-0.287958115183246	0.282722513089005	-0.371727748691099	0.366492146596859
192	-0.286458333333333	0.286458333333333	-0.364583333333333	0.369791666666667
193	-0.284974093264249	0.290155440414508	-0.373056994818653	0.378238341968912
194	-0.288659793814433	0.288659793814433	-0.381443298969072	0.376288659793814
195	-0.287179487179487	0.282051282051282	-0.369230769230769	0.374358974358974
196	-0.285714285714286	0.280612244897959	-0.377551020408163	0.362244897959184
197	-0.294416243654822	0.294416243654822	-0.375634517766497	0.375634517766497
198	-0.287878787878788	0.282828282828283	-0.383838383838384	0.373737373737374
199	-0.281407035175879	0.28643216080402	-0.361809045226131	0.366834170854271
200	-0.29	0.285	-0.39	0.385
201	-0.283582089552239	0.288557213930348	-0.378109452736318	0.36318407960199
202	-0.287128712871287	0.292079207920792	-0.371287128712871	0.376237623762376
203	-0.29064039408867	0.29064039408867	-0.369458128078818	0.379310344827586
204	-0.28921568627451	0.279411764705882	-0.382352941176471	0.357843137254902
205	-0.28780487804878	0.282926829268293	-0.370731707317073	0.375609756097561
206	-0.296116504854369	0.296116504854369	-0.383495145631068	0.378640776699029
207	-0.285024154589372	0.294685990338164	-0.371980676328502	0.391304347826087
208	-0.288461538461538	0.288461538461538	-0.389423076923077	0.379807692307692
209	-0.272727272727273	0.282296650717703	-0.358851674641148	0.358851674641148
210	-0.29047619047619	0.285714285714286	-0.376190476190476	0.380952380952381
211	-0.28436018957346	0.289099526066351	-0.355450236966825	0.37914691943128
212	-0.292452830188679	0.287735849056604	-0.377358490566038	0.367924528301887
213	-0.28169014084507	0.28169014084507	-0.366197183098592	0.36150234741784
214	-0.289719626168224	0.285046728971963	-0.369158878504673	0.369158878504673
215	-0.283720930232558	0.288372093023256	-0.372093023255814	0.362790697674419
216	-0.296296296296296	0.277777777777778	-0.384259259259259	0.37037037037037
217	-0.290322580645161	0.28110599078341	-0.36405529953917	0.373271889400922
218	-0.288990825688073	0.293577981651376	-0.376146788990826	0.376146788990826
219	-0.287671232876712	0.287671232876712	-0.374429223744292	0.36986301369863
220	-0.281818181818182	0.286363636363636	-0.363636363636364	0.381818181818182
221	-0.289592760180995	0.289592760180996	-0.366515837104072	0.371040723981901
222	-0.279279279279279	0.283783783783784	-0.36036036036036	0.364864864864865
223	-0.291479820627803	0.282511210762332	-0.381165919282511	0.367713004484305
224	-0.28125	0.285714285714286	-0.375	0.375
225	-0.293333333333333	0.284444444444444	-0.382222222222222	0.373333333333333
226	-0.287610619469027	0.292035398230089	-0.371681415929204	0.389380530973451
227	-0.286343612334802	0.295154185022026	-0.383259911894273	0.378854625550661
228	-0.298245614035088	0.280701754385965	-0.381578947368421	0.37719298245614
229	-0.292576419213974	0.283842794759825	-0.375545851528384	0.375545851528384
230	-0.291304347826087	0.278260869565217	-0.373913043478261	0.369565217391304
231	-0.285714285714286	0.285714285714286	-0.372294372294372	0.376623376623377
232	-0.28448275862069	0.275862068965517	-0.375	0.353448275862069
233	-0.283261802575107	0.28755364806867	-0.369098712446352	0.373390557939914
234	-0.290598290598291	0.282051282051282	-0.38034188034188	0.376068376068376
235	-0.285106382978723	0.285106382978723	-0.374468085106383	0.378723404255319
236	-0.283898305084746	0.288135593220339	-0.385593220338983	0.372881355932203
237	-0.282700421940928	0.291139240506329	-0.375527426160338	0.367088607594937
238	-0.289915966386555	0.281512605042017	-0.382352941176471	0.369747899159664
239	-0.280334728033473	0.284518828451883	-0.364016736401674	0.380753138075314
240	-0.291666666666667	0.291666666666667	-0.375	0.375
241	-0.286307053941909	0.286307053941909	-0.381742738589212	0.381742738589212
242	-0.285123966942149	0.28099173553719	-0.371900826446281	0.359504132231405
243	-0.283950617283951	0.296296296296296	-0.378600823045267	0.386831275720165
244	-0.286885245901639	0.274590163934426	-0.381147540983607	0.368852459016393
245	-0.285714285714286	0.285714285714286	-0.371428571428571	0.36734693877551
246	-0.284552845528455	0.280487804878049	-0.378048780487805	0.369918699186992
247	-0.283400809716599	0.283400809716599	-0.368421052631579	0.37246963562753
248	-0.282258064516129	0.290322580645161	-0.362903225806452	0.370967741935484
249	-0.285140562248996	0.281124497991968	-0.369477911646586	0.377510040160642
250	-0.288	0.284	-0.368	0.372
251	-0.282868525896414	0.286852589641434	-0.366533864541833	0.378486055776892
252	-0.28968253968254	0.281746031746032	-0.369047619047619	0.369047619047619
253	-0.280632411067194	0.292490118577075	-0.379446640316206	0.383399209486166
254	-0.291338582677165	0.283464566929134	-0.381889763779528	0.374015748031496
255	-0.27843137254902	0.286274509803922	-0.372549019607843	0.372549019607843
256	-0.29296875	0.28515625	-0.375	0.3671875
257	-0.280155642023346	0.280155642023346	-0.361867704280156	0.369649805447471
